particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other_observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x,y,file_name,license.x,col_id,session_id,file_id,sn,organization,spectrum_type,spectrum_identity,librarytype,spectrumid,owner,rruffid,ideal_chemistry,locality,source,status,url,measured_chemistry,instrument_mode,intensity_units,other_info,jcamp-dx,yfactor,deltax,instrument_used,material_color,citation,brand,item,location,width,depth,particle_massmg,tgoc,tmoc,onset,enthalpyj_g,qa_qc,framework,abbreviation,spectral_resolution,instrument_accessories,wavenumber_range,user_name,region,campaign,state,treatment,analysis,exposure_days,polymer_id,file_legacy,locationdescription,country,lat,lon,spec_hash,x_unit,y_unit,product_id,supplier,specifications,pin_id,orientation,replicate,longest_dimension,license.y,samples,lines,bands,header_offset,data_type,interleave,pixel_size,otherinfo,pressure,temperature,material_form,material_producer,number_of_accumulations,time,ratio_against_background,truncated,elementmultiply_or_elementdivide,collection_length,sample_gain,number_of_background_scans,background_gain,sample_spacing,resolution_points,number_of_fft_points,apodization,bench_serial_number,subtraction_or_addition,baseline_correction,perctransmittance_absorbance,sponsor,grating,hole_sizenm,slitum,filterperc,delays,date,molform,aperture,beamsplitter,detectordiadetport_in_sphere,sphere_diameter,acquisition_mode,scanner_speed,phase_resolution,phase_correction,zerofilling,wavenumber_accuracy,low_pass_filter,switch_gain_on,mw,contact_info,cas_number,material_quality,laser_light_used,total_acquisition_time_s,data_processing_proceedure,level_of_confidence_in_identification,smoother,density,material_class,plastic_or_not,material_class_specific,max_cor_class,max_cor_val
51,1,263,-11043,1728,-10807,<50,300-400,fiber/filament,translucent,,,51,V2.50,5d4baa024bcec45603f6e2bb4c399975,0.869780483,0.7,TRUE,6.278577882,4,TRUE,TRUE,1,6,PaigeMeadow_March162022_top_100_51-750001.CSV,CC BY-NC,V2.50,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b0f1f64268db559b9f0232cdc2ddaa89,8.128733448,primpke et al. 2018,ftir,fibre flax,"polymer, minerals, organic materials",79primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibre,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.985910274
52,2,687,-19414,2015,-19841,50-100,50-100,fragment,brown,,,52,V2.51,7a3f4208d240a140b925abaa74a50fc1,0.792501739,0.7,TRUE,4.02009956,4,TRUE,TRUE,2,6,PaigeMeadow_March162022_top_100_51-750002.CSV,CC BY-NC,V2.51,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,5148f8ffc8a8e03dcba1c19bf1ef9fee,7.762331016,win cowger and sebastian primpke,ftir,fibre_linen,"polymer, minerals, organic materials",reflectance_4_h9_1,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.954397546
53,3,908,-10521,3020,-10936,50-100,100-200,fragment,brown,,,53,V2.52,97e248fdcf7edaa3a935fc118872377e,0.862237993,0.7,TRUE,12.08703401,4,TRUE,TRUE,3,6,PaigeMeadow_March162022_top_100_51-750003.CSV,CC BY-NC,V2.52,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,be063a61f24c3bbf0593a36f33f6253a,8.8618884,usda,ftir,soil,soil,73642xs04_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.975515093
54,4,1130,-12142,1841,-12501,50-100,50-100,fragment,white ,,,54,V2.53,5b0dd79fa633a504d5097262ae528e6a,0.846333868,0.7,TRUE,8.393708623,4,TRUE,TRUE,4,6,PaigeMeadow_March162022_top_100_51-750004.CSV,CC BY-NC,V2.53,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,8775dc8628287c110e5bdf63da8e8390,487.5064542,kimmel_center,ftir,amber (baltic; a. nissenbaum),"organic materials, minerals, archeology","./amber (baltic, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/2/2007 9:13,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,other material,0.98971893
55,5,1138,-15010,682,-15269,200-300,400-500,film,translucent,,,55,V2.54,19b3132d350d202f5ef887c5f4498115,0.910950155,0.7,TRUE,142.6944918,4,TRUE,TRUE,5,6,PaigeMeadow_March162022_top_100_51-750005.CSV,CC BY-NC,V2.54,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,9c95d2f9de812fa983987d5e0992902d,52.70661175,"julia, davidson",ftir,pet/pest,polymers,hidden beach45,,,,,,,,,atr,transmittance,,,,,,,"davidson, julia et al. (2023). polymer characterization of submerged plastic litter from lake tahoe, united states [dataset]. dryad. https://doi.org/10.5061/dryad.866t1g1vj",,,,,,,,,,,,,,,,,"julia, davidson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyesters,plastic,,polyterephthalates,0.910268912
56,6,1332,-16701,1269,-15699,<50,400-500,fiber/filament,translucent,,,56,V2.55,f5f535788578f1949ebe08fa4368714c,0.685115546,0.7,FALSE,6.102075714,4,TRUE,FALSE,6,6,PaigeMeadow_March162022_top_100_51-750006.CSV,CC BY-NC,V2.55,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,555d1996e34dad34440f8db854676975,4.829600696,win cowger and sebastian primpke,ftir,fibre_cotton_combers,"polymer, minerals, organic materials",transmission_4_h4_1,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_combers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.977164081
57,7,1717,-20349,1910,-21080,50-100,50-100,fragment,translucent,translucent-brown,,57,V2.56,bdd19d28a1b5d6b24ebdb81f8a002473,0.743268157,0.7,TRUE,11.34805462,4,TRUE,TRUE,7,6,PaigeMeadow_March162022_top_100_51-750007.CSV,CC BY-NC,V2.56,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,7125f3a0495111d7cdea800956336fd3,6.654620991,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",reflectance_7_h6_0,,,,,,,,,reflectance,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.969998364
58,8,2111,-4825,3124,-4214,50-100,50-100,fragment,brown,,,58,V2.57,98de6863da8ae825d74e585e398109c6,0.777680776,0.7,TRUE,5.31014208,4,TRUE,TRUE,8,6,PaigeMeadow_March162022_top_100_51-750008.CSV,CC BY-NC,V2.57,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,ea4bb88684720efe182e4e0c6f9fe852,42.59884602,kimmel_center,ftir,"humic acid (soil masmia, israel; a. nissenbaum)","organic materials, minerals, archeology","./humic acid (soil masmia, israel, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/2/2007 8:54,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.935580771
59,9,2237,-4860,2792,-3410,800-900,700-800,fragment,brown,,,59,V2.58,b2c045844d84dac75d8c3229375d753a,0.79787701,0.7,TRUE,6.567406123,4,TRUE,TRUE,9,6,PaigeMeadow_March162022_top_100_51-750009.CSV,CC BY-NC,V2.58,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,e0fd353ce255689f7b3549f6f63dd6e5,18.8702294,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970597704
60,10,2479,-21619,2522,-21660,<50,400-500,fiber/filament,translucent,,,60,V2.59,e42f6ddbda160f2a9b764f2a3475ce9e,0.915769081,0.7,TRUE,5.445327746,4,TRUE,TRUE,10,6,PaigeMeadow_March162022_top_100_51-750010.CSV,CC BY-NC,V2.59,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,c37e08f804b4b98149e7056dc61d8ff4,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
61,11,2537,-19382,2429,-19442,300-400,200-300,fragment,brown,brown-yellow,,61,V2.60,100e68fe02c46db8ba451607038b4d06,0.806150358,0.7,TRUE,4.431659468,4,TRUE,TRUE,1,7,PaigeMeadow_March162022_top_100_51-750011.CSV,CC BY-NC,V2.60,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,74d5a1344ac6df87e5ca124bd85468c9,7.123948413,usda,ftir,soil,soil,127438xs03_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.978661543
62,12,2888,-21607,2610,-22153,50-100,100-200,fragment,white ,,,62,V2.61,94b2ccb77da25b58e8da3dd45ced8292,0.795852586,0.7,TRUE,5.226071286,4,TRUE,TRUE,2,7,PaigeMeadow_March162022_top_100_51-750012.CSV,CC BY-NC,V2.61,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,8b5b065ab3a3494017a18befb9f2f5b2,8.046903816,"suja sukumaran, thermo fisher scientific",ftir,cellulose,"polymer, minerals, organic materials",46 suja,,,,,,,,,,,omnic correlation: 90,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.905512656
63,13,2958,-4754,4411,-3805,50-100,50-100,film,translucent,translucent-gray,,63,V2.62,c4ce5060cb642f04458c96e7d1029378,0.691074356,0.7,FALSE,8.981153038,4,TRUE,FALSE,3,7,PaigeMeadow_March162022_top_100_51-750013.CSV,CC BY-NC,V2.62,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,05ebbc8c7af5a9cc8405b382b0edeb84,10.48910269,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",reflectance_4_e9_3,,,,,,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.851999053
64,14,3042,-12086,3132,-11899,300-400,300-400,fragment,brown,,,64,V2.63,f810103e05c75bbbc7a9180214e5051e,0.79954689,0.7,TRUE,3.983494324,4,FALSE,FALSE,4,7,PaigeMeadow_March162022_top_100_51-750014.CSV,CC BY-NC,V2.63,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,5f393ef5bf8364b538e1896da6dc3dc0,34.55024884,kimmel_center,ftir,"fulvic acid (soli masmia, israel; a. nissenbaum)","organic materials, minerals, archeology","./fulvic acid (soli masmia, israel, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/2/2007 9:07,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,organic matter,0.967719567
65,15,3213,-16188,3222,-17059,<50,800-900,fiber/filament,translucent,,,65,V2.64,e42f6ddbda160f2a9b764f2a3475ce9e,0.867644834,0.7,TRUE,4.959904277,4,TRUE,TRUE,5,7,PaigeMeadow_March162022_top_100_51-750015.CSV,CC BY-NC,V2.64,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,34587463832215d110be29b09e1a3766,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
66,16,3659,-15507,4787,-14391,200-300,200-300,fragment,white ,,,66,V2.65,e42f6ddbda160f2a9b764f2a3475ce9e,0.818598032,0.7,TRUE,6.6759105,4,TRUE,TRUE,6,7,PaigeMeadow_March162022_top_100_51-750016.CSV,CC BY-NC,V2.65,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,17d589d15b97a17111a613450e3643bc,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
67,17,3892,-20791,4351,-20453,<50,600-700,fiber/filament,translucent,,,67,V2.66,f121ee703a9eb3bbd6b0e5497f4a9f7a,0.874255272,0.7,TRUE,3.755878085,4,FALSE,FALSE,7,7,PaigeMeadow_March162022_top_100_51-750017.CSV,CC BY-NC,V2.66,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,ef41b9e27fd985d4d1d29139cb70335a,3.736104313,win cowger and sebastian primpke,ftir,fibre_cotton_combers,"polymer, minerals, organic materials",transmission_4_h4_0,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_combers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.869387986
68,18,4193,-17453,3661,-17688,100-200,300-400,fragment,brown,,,68,V2.67,7de2351b8158be68f5823cc70670c462,0.892223663,0.7,TRUE,6.524611098,4,TRUE,TRUE,8,7,PaigeMeadow_March162022_top_100_51-750018.CSV,CC BY-NC,V2.67,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,58227a1cc2e2f57483b0a90847a872fd,6.441517041,usda,ftir,soil,soil,127397xs02_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.975571606
69,19,4426,-8265,4958,-7844,50-100,100-200,fragment,translucent,,,69,V2.68,58bb6a30e6bdec4023b3e91ec2791a8c,0.795029843,0.7,TRUE,7.165860372,4,TRUE,TRUE,9,7,PaigeMeadow_March162022_top_100_51-750019.CSV,CC BY-NC,V2.68,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,3b3d71dd0865588453607dd6b52498c1,14.51320825,"flopp, de frond et al. 2021",ftir,c4. green fiber,polymers,c4. green fiber,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,8:54:52,ratio against background,truncated,elementmultiply or elementdivide,11.19 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.19 sec,,,,,organic matter,not plastic,,organic matter,0.969591586
70,20,4467,-9758,4720,-10288,100-200,100-200,film,black,black-translucent,,70,V2.69,5b0dd79fa633a504d5097262ae528e6a,0.847400086,0.7,TRUE,13.22694782,4,TRUE,TRUE,10,7,PaigeMeadow_March162022_top_100_51-750020.CSV,CC BY-NC,V2.69,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,41337f98212416eca94163a126a9b642,487.5064542,kimmel_center,ftir,amber (baltic; a. nissenbaum),"organic materials, minerals, archeology","./amber (baltic, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/2/2007 9:13,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,other material,0.98971893
71,21,4579,-21344,4722,-21609,400-500,700-800,fragment,translucent,,,71,V2.70,b2c045844d84dac75d8c3229375d753a,0.839271223,0.7,TRUE,6.644430121,4,TRUE,TRUE,1,8,PaigeMeadow_March162022_top_100_51-750021.CSV,CC BY-NC,V2.70,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,4144722c28ede808dd8ecf9f19c009c4,18.8702294,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970597704
72,22,4703,-16013,5964,-16063,50-100,50-100,fragment,brown,,,72,V2.71,924de73b6ccc2c4a8fa2bf7a832ad521,0.805094514,0.7,TRUE,5.942425133,4,TRUE,TRUE,2,8,PaigeMeadow_March162022_top_100_51-750022.CSV,CC BY-NC,V2.71,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,5bfe3078cf529bd176ec5305e20ca18d,6.480070561,usda,ftir,soil,soil,127438xs01_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.978413764
73,23,4737,-5804,5092,-5563,50-100,50-100,fragment,brown,,,73,V2.72,592db9fc0162a25c3fb6406fead6d7ab,0.906308633,0.7,TRUE,7.877903744,4,TRUE,TRUE,3,8,PaigeMeadow_March162022_top_100_51-750023.CSV,CC BY-NC,V2.72,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,3c6b8dd9ecf3345f6f0625dab53f2b5f,8.805942594,usda,ftir,soil,soil,297969xn01_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.983969935
74,24,4893,-11777,3500,-12212,<50,50-100,fragment,brown,,,74,V2.73,339f98fe645b307cc49252202e6eaac7,0.876181093,0.7,TRUE,6.092092878,4,TRUE,TRUE,4,8,PaigeMeadow_March162022_top_100_51-750024.CSV,CC BY-NC,V2.73,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,23f6952ddeaada12c4bae0765f021d53,6.619076646,usda,ftir,soil,soil,73636xs04_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989551414
75,25,5378,-8809,6171,-8825,100-200,200-300,fragment,brown,,,75,V2.74,01753a31301e577c5d672fece8b9f15c,0.77779564,0.7,TRUE,5.838209194,4,TRUE,TRUE,5,8,PaigeMeadow_March162022_top_100_51-750025.CSV,CC BY-NC,V2.74,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,f7d1bf3d24ab007b91507cdf8663e6e7,4.501920609,win cowger and sebastian primpke,ftir,fibre_indian_raw_cotton,"polymer, minerals, organic materials",reflectance_4_h8_2,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_indian_raw_cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.977185936
76,1,5399,-19570,5879,-20357,<50,700-800,fiber/filament,brown,,,76,V2.75,a26730fc197dcb26efd047d1374552d0,0.818586332,0.7,TRUE,5.074668084,4,TRUE,TRUE,6,8,PaigeMeadow_March162022_top_100_76-990001.CSV,CC BY-NC,V2.75,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,2c73d7a8ee3b3c4c36a41b26a75914b6,7.316487957,win cowger and sebastian primpke,ftir,fibre_cotton_uzbekistan,"polymer, minerals, organic materials",transmission_4_h6_1,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.86519263
77,2,5889,-11296,8026,-11566,50-100,50-100,fragment,white ,,,77,V2.76,0b8a9e8c0bec142f7199baae9595eea4,0.682682783,0.7,FALSE,7.860162616,4,TRUE,FALSE,7,8,PaigeMeadow_March162022_top_100_76-990002.CSV,CC BY-NC,V2.76,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,9977627d446cf4114ef7b0f1fc7acd66,33.86753986,nist chem web book,ftir,"glass beads, acid washed, 150-212 microns","polymer, minerals, organic materials",./30.txt,public domain,,,,pacific northwest national laboratory under iarpa contract,,,,reflectance,,,4.24,4.81E-10,-0.96450084,bruker tensor 37 ftir,,,,,,,,,,,,,,,,0.96450084,a 562-g integrating sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,solid,,2048,,,,,,,,,,,,blackman-harris 3-term,,,,,,,,,,,17-Mar,,6 mm,ge on kbr,"22 mm, 60 field of view mct",75 mm,"double-sided, forward-backward",40 khz,32,mertz,4,0.4 cm-1,open,512 points,,,308066-79-7,,,,,,,,other material,not plastic,,mineral,0.788703631
