particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other_observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x,y,file_name,license.x,col_id,session_id,file_id,sn,organization,spectrum_type,spectrum_identity,librarytype,spectrumid,owner,rruffid,ideal_chemistry,locality,source,status,url,measured_chemistry,instrument_mode,intensity_units,other_info,jcamp-dx,yfactor,deltax,instrument_used,material_color,citation,brand,item,location,width,depth,particle_massmg,tgoc,tmoc,onset,enthalpyj_g,qa_qc,framework,abbreviation,spectral_resolution,instrument_accessories,wavenumber_range,user_name,region,campaign,state,treatment,analysis,exposure_days,polymer_id,file_legacy,locationdescription,country,lat,lon,spec_hash,x_unit,y_unit,product_id,supplier,specifications,pin_id,orientation,replicate,longest_dimension,license.y,samples,lines,bands,header_offset,data_type,interleave,pixel_size,otherinfo,pressure,temperature,material_form,material_producer,number_of_accumulations,time,ratio_against_background,truncated,elementmultiply_or_elementdivide,collection_length,sample_gain,number_of_background_scans,background_gain,sample_spacing,resolution_points,number_of_fft_points,apodization,bench_serial_number,subtraction_or_addition,baseline_correction,perctransmittance_absorbance,sponsor,grating,hole_sizenm,slitum,filterperc,delays,date,molform,aperture,beamsplitter,detectordiadetport_in_sphere,sphere_diameter,acquisition_mode,scanner_speed,phase_resolution,phase_correction,zerofilling,wavenumber_accuracy,low_pass_filter,switch_gain_on,mw,contact_info,cas_number,material_quality,laser_light_used,total_acquisition_time_s,data_processing_proceedure,level_of_confidence_in_identification,smoother,density,material_class,plastic_or_not,material_class_specific,max_cor_class,max_cor_val
114,14,,,1001,-22603,100-200,200-300,fiber/filament,brown,,,14,intensity.13,53819175de66a8e77d3860a1df7a4be8,0.885874552,0.7,TRUE,7.139061845,4,TRUE,TRUE,2,2,CCSL_March142022_a_top_100_101-1250014.CSV,CC BY-NC,intensity.13,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,f70f0524943121236bbc85d67401eb4f,7.2828181,win cowger and sebastian primpke,ftir,fibre_grass,"polymer, minerals, organic materials",reflectance_5_a5_1,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.967112471
115,15,,,1368,-22413,50-100,600-700,fragment,translucent,,,15,intensity.14,33b07154e329d8dd80f89251d3b3c9ae,0.932570211,0.7,TRUE,26.41038099,4,TRUE,TRUE,3,2,CCSL_March142022_a_top_100_101-1250015.CSV,CC BY-NC,intensity.14,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,accb7b1f6061eb6628f921f8d9b65db9,12.80183921,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",transmission_4_e8_1,,,,,,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.9760732
116,16,,,794,-4341,<50,300-400,fiber/filament,translucent,,,16,intensity.15,04d82475ebdc03488aa3bd048e5adf3a,0.848999433,0.7,TRUE,7.23123118,4,TRUE,TRUE,4,2,CCSL_March142022_a_top_100_101-1250016.CSV,CC BY-NC,intensity.15,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,faf16722c85533ea9fb9c1ff46d86a77,15.54713474,primpke et al. 2018,ftir,cellulose,"polymer, minerals, organic materials",29primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder,"scientific polymer products, inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.987008457
117,17,,,1168,-12894,200-300,400-500,fragment,white ,,,17,intensity.16,8cc79e3af239e30f74dbfbe1e1f698f6,0.908932764,0.7,TRUE,17.12978748,4,TRUE,TRUE,5,2,CCSL_March142022_a_top_100_101-1250017.CSV,CC BY-NC,intensity.16,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,e44d33d64a89392107cf5ead39728386,118.4212445,primpke et al. 2018,ftir,poly(vinyl stearate),"polymer, minerals, organic materials",198primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder,"scientific polymer products, inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyvinylesters,plastic,poly(vinyl stearate),other plastic,0.947346518
118,18,,,1193,-3371,100-200,100-200,fragment,brown,"Looks mineral, depth in Z",,18,intensity.17,592db9fc0162a25c3fb6406fead6d7ab,0.833336301,0.7,TRUE,11.51688498,4,TRUE,TRUE,6,2,CCSL_March142022_a_top_100_101-1250018.CSV,CC BY-NC,intensity.17,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,27fbef0711a2a30c70b8d30e8c8ddbdf,8.805942594,usda,ftir,soil,soil,297969xn01_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.983969935
119,19,,,1350,-3574,100-200,100-200,fragment,translucent,,,19,intensity.18,d17f8cae31a6d96f2869bfb81ce34938,0.849755945,0.7,TRUE,4.513889955,4,TRUE,TRUE,7,2,CCSL_March142022_a_top_100_101-1250019.CSV,CC BY-NC,intensity.18,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,df22729fa809d58c6016e3141a065079,11.48383668,"flopp, de frond et al. 2021",ftir,c11. pink fiber,polymers,c11. pink fiber,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-08,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,13:07:15,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,8/26/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.973158018
120,20,,,1167,-5273,100-200,300-400,fragment,brown,,,20,intensity.19,d17f8cae31a6d96f2869bfb81ce34938,0.795266086,0.7,TRUE,6.21762402,4,TRUE,TRUE,8,2,CCSL_March142022_a_top_100_101-1250020.CSV,CC BY-NC,intensity.19,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,e7737e2740bc1432e384bfba0e1e032d,11.48383668,"flopp, de frond et al. 2021",ftir,c11. pink fiber,polymers,c11. pink fiber,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-08,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,13:07:15,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,8/26/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.973158018
121,21,,,1509,-3744,50-100,200-300,fragment,translucent,,,21,intensity.20,b2c045844d84dac75d8c3229375d753a,0.862064562,0.7,TRUE,6.36926395,4,TRUE,TRUE,9,2,CCSL_March142022_a_top_100_101-1250021.CSV,CC BY-NC,intensity.20,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,3bfcad4a0d8f5549767f02c405e9261a,18.8702294,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970597704
122,22,,,1054,-6789,100-200,300-400,fragment,white ,,,22,intensity.21,8cc79e3af239e30f74dbfbe1e1f698f6,0.880857518,0.7,TRUE,20.05748651,4,TRUE,TRUE,10,2,CCSL_March142022_a_top_100_101-1250022.CSV,CC BY-NC,intensity.21,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,2c9ea7e04b70dd0a2513fcfd6d4a302f,118.4212445,primpke et al. 2018,ftir,poly(vinyl stearate),"polymer, minerals, organic materials",198primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder,"scientific polymer products, inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyvinylesters,plastic,poly(vinyl stearate),other plastic,0.947346518
123,23,,,1456,-17314,<50,200-300,fiber/filament,green,,,23,intensity.22,45080641d25796f832aa90164d100f86,0.886268707,0.7,TRUE,6.546274474,4,TRUE,TRUE,11,2,CCSL_March142022_a_top_100_101-1250023.CSV,CC BY-NC,intensity.22,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,fb9ea00fc66209b975cfd4dc74959b61,12.44360513,"flopp, de frond et al. 2021",ftir,cotton 13. yellow fiber,polymers,cotton 13. yellow fiber,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-08,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,16:49:34,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,2/13/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.987585685
124,24,,,2231,-3161,100-200,900-1000,fragment,white ,white-brown,,24,intensity.23,d17f8cae31a6d96f2869bfb81ce34938,0.790962593,0.7,TRUE,4.551245239,4,TRUE,TRUE,12,2,CCSL_March142022_a_top_100_101-1250024.CSV,CC BY-NC,intensity.23,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,edabcab3f57dc337ded02917cb2d4f50,11.48383668,"flopp, de frond et al. 2021",ftir,c11. pink fiber,polymers,c11. pink fiber,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-08,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,13:07:15,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,8/26/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.973158018
125,25,,,2285,-12317,<50,200-300,fiber/filament,translucent,,,25,intensity.24,e42f6ddbda160f2a9b764f2a3475ce9e,0.863898606,0.7,TRUE,7.802422737,4,TRUE,TRUE,1,3,CCSL_March142022_a_top_100_101-1250025.CSV,CC BY-NC,intensity.24,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,eab24c63280c333febe5aa80e16d7596,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
126,1,,,1859,-20933,<50,400-500,fiber/filament,translucent,,,26,intensity.25,fa9adae66b233d863a2f052f83a97d75,0.890098382,0.7,TRUE,8.986523671,4,TRUE,TRUE,2,3,CCSL_March142022_a_top_100_126-1500001.CSV,CC BY-NC,intensity.25,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,e5ae06e29ceb4ece16c45d42838b7ca6,10.19306544,primpke et al. 2018,ftir,fibre hemp fine,"polymer, minerals, organic materials",86primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibre,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.989969847
127,2,,,2039,-20771,100-200,200-300,film,brown,,,27,intensity.26,c4f50652a57db289017e4ba8c46a2c5b,0.833635726,0.7,TRUE,4.673183274,4,TRUE,TRUE,3,3,CCSL_March142022_a_top_100_126-1500002.CSV,CC BY-NC,intensity.26,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,9aec9af0245dd7dd767ca1c0eea3c469,10.08671426,"suja sukumaran, thermo fisher scientific",ftir,leaf-plant-,"polymer, minerals, organic materials",35 suja,,,,,,,,,,,omnic correlation: 90,,,,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.905512656
128,3,,,2232,-22321,100-200,200-300,film,white ,gray,,28,intensity.27,6e7566c12e5462900b3405d4ca66ff30,0.742024723,0.7,TRUE,6.775265592,4,TRUE,TRUE,4,3,CCSL_March142022_a_top_100_126-1500003.CSV,CC BY-NC,intensity.27,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,62e5ded96aee12cf6aebb71bc908a402,10.82317466,aline carvalho,ftir,polypropylene,polymers,polypropylene_303_aline,,,,,,,,,atr,,,,,,"thermo nicolet 670, thermo fisher scientific",,,,,,,,,,,,,,,,4 cm-1,(atr diamond crystal),"400 to 4000 cm-1, applying 8 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atr correction,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.957226084
129,4,,,2706,-22511,100-200,100-200,fragment,white ,,,29,intensity.28,8b652374b67d0b62bfaf6cce01d1c775,0.846184431,0.7,TRUE,15.94317662,4,TRUE,TRUE,5,3,CCSL_March142022_a_top_100_126-1500004.CSV,CC BY-NC,intensity.28,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,845e4977be1b925d6b8e96fedec079df,10.48965705,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",transmission_4_e8_3,,,,,,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.965028649
130,5,,,2776,-22331,50-100,50-100,fragment,white ,,,30,intensity.29,e0b9e01dfe26eea36325ced6cd523cdd,0.595469928,0.7,FALSE,2.719086806,4,FALSE,FALSE,6,3,CCSL_March142022_a_top_100_126-1500005.CSV,CC BY-NC,intensity.29,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,9b076e3a85c796c2f7a9e958a96f63ff,23.64084464,win cowger and sebastian primpke,ftir,coal,"polymer, minerals, organic materials",reflectance_4_c5_1,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,found missing wwtp check,coal,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,other material,not plastic,,other material,0.971751053
131,6,,,2756,-12521,<50,400-500,fiber/filament,translucent,,,31,intensity.30,812a06a73d02741023c902603ff6643d,0.72984486,0.7,TRUE,4.542136192,4,TRUE,TRUE,7,3,CCSL_March142022_a_top_100_126-1500006.CSV,CC BY-NC,intensity.30,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,ae11ccea6aab888cc210156fe3455e04,33.80707178,rruff,ftir,vladimirivanovite__r130034__infrared__infrared_data_processed__1262,minerals,vladimirivanovite__r130034__infrared__infrared_data_processed__1262,unknown,,,,unknown,,,,absorbance,absorbance,"collection of 882 ftir absorbance spectra of minerals, provided by the rruff project from university of arizona.",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-0.482177,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/06/2017 10:38:44,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,mineral,0.745163795
132,7,,,2540,-7083,100-200,100-200,film,translucent,,,32,intensity.31,ce50f6e46198066847def3525d475688,0.839226466,0.7,TRUE,11.25849163,4,TRUE,TRUE,8,3,CCSL_March142022_a_top_100_126-1500007.CSV,CC BY-NC,intensity.31,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b1396f1d1b67ee9783ffd91904745b7f,14.0054101,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",atr_7_f8_1,,,,,,,,,atr,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.989041871
133,8,,,2447,-4688,100-200,100-200,film,translucent,,,33,intensity.32,1d176bbb26b51fd2a03b065cbb7be3d2,0.850302642,0.7,TRUE,4.371782552,4,TRUE,TRUE,9,3,CCSL_March142022_a_top_100_126-1500008.CSV,CC BY-NC,intensity.32,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,07a980861225915e9141145fb00e51b4,15.43525715,"flopp, de frond et al. 2021",ftir,c7. blue fiber,polymers,c7. blue fiber,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-08,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9:52:13,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,8/26/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.989168392
134,9,,,2665,-4357,100-200,100-200,fragment,white ,,,34,intensity.33,8cc79e3af239e30f74dbfbe1e1f698f6,0.899248546,0.7,TRUE,22.58837201,4,TRUE,TRUE,10,3,CCSL_March142022_a_top_100_126-1500009.CSV,CC BY-NC,intensity.33,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,79e6672593415f6c738bcc45fbd2faec,118.4212445,primpke et al. 2018,ftir,poly(vinyl stearate),"polymer, minerals, organic materials",198primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder,"scientific polymer products, inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyvinylesters,plastic,poly(vinyl stearate),other plastic,0.947346518
135,10,,,2813,-4378,<50,500-600,fiber/filament,translucent,,,35,intensity.34,5d4baa024bcec45603f6e2bb4c399975,0.862301394,0.7,TRUE,6.845704085,4,TRUE,TRUE,11,3,CCSL_March142022_a_top_100_126-1500010.CSV,CC BY-NC,intensity.34,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,cd4a9b011112e20e3fb1ee5719b5c013,8.128733448,primpke et al. 2018,ftir,fibre flax,"polymer, minerals, organic materials",79primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibre,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.985910274
136,11,,,3198,-5433,<50,200-300,fiber/filament,translucent,,,36,intensity.35,1d176bbb26b51fd2a03b065cbb7be3d2,0.809147854,0.7,TRUE,5.857873201,4,TRUE,TRUE,12,3,CCSL_March142022_a_top_100_126-1500011.CSV,CC BY-NC,intensity.35,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,a57620950309aabfc0aed15a7721aa40,15.43525715,"flopp, de frond et al. 2021",ftir,c7. blue fiber,polymers,c7. blue fiber,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-08,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9:52:13,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,8/26/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.989168392
137,12,,,3090,-18187,50-100,50-100,fragment,brown,,,37,intensity.36,5cf0aeaf1404351901fad4cdcc937bd4,0.788038646,0.7,TRUE,6.090352112,4,TRUE,TRUE,1,4,CCSL_March142022_a_top_100_126-1500012.CSV,CC BY-NC,intensity.36,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,bed47af48738fda023a8025a020e966e,393.4160936,kimmel_center,ftir,"collagen (fossil >50,000 bp)","organic materials, minerals, archeology","./collagen (fossil  more than 50,000 bp).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2007 13:40,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.986796265
138,13,,,3371,-22416,<50,300-400,fiber/filament,translucent,,,38,intensity.37,e42f6ddbda160f2a9b764f2a3475ce9e,0.825273644,0.7,TRUE,10.05043579,4,TRUE,TRUE,2,4,CCSL_March142022_a_top_100_126-1500013.CSV,CC BY-NC,intensity.37,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,6e614c540f8a2f2254784bf95145f714,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
139,14,,,4218,-20672,<50,100-200,fragment,translucent,,,39,intensity.38,e42f6ddbda160f2a9b764f2a3475ce9e,0.860491874,0.7,TRUE,4.379323012,4,TRUE,TRUE,3,4,CCSL_March142022_a_top_100_126-1500014.CSV,CC BY-NC,intensity.38,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,a79ac80c9e8a726f364b49053dd0e62e,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
140,15,,,4171,-19617,200-300,400-500,film,translucent,,,40,intensity.39,a5d4409e1aafdc15e5def6b2cba387ee,0.840187736,0.7,TRUE,4.509307625,4,TRUE,TRUE,4,4,CCSL_March142022_a_top_100_126-1500015.CSV,CC BY-NC,intensity.39,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,8d0b75055f037c2f8548f6a3265aa08b,6.670444707,aline carvalho,ftir,polypropylene,polymers,polypropylene_88_aline,,,,,,,,,atr,,,,,,"thermo nicolet 670, thermo fisher scientific",,,,,,,,,,,,,,,,4 cm-1,(atr diamond crystal),"400 to 4000 cm-1, applying 8 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atr correction,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.903104787
