particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other_observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x,y,file_name,license.x,col_id,session_id,file_id,sn,organization,spectrum_type,spectrum_identity,librarytype,spectrumid,owner,rruffid,ideal_chemistry,locality,source,status,url,measured_chemistry,instrument_mode,intensity_units,other_info,jcamp-dx,yfactor,deltax,instrument_used,material_color,citation,brand,item,location,width,depth,particle_massmg,tgoc,tmoc,onset,enthalpyj_g,qa_qc,framework,abbreviation,spectral_resolution,instrument_accessories,wavenumber_range,user_name,region,campaign,state,treatment,analysis,exposure_days,polymer_id,file_legacy,locationdescription,country,lat,lon,spec_hash,x_unit,y_unit,product_id,supplier,specifications,pin_id,orientation,replicate,longest_dimension,license.y,samples,lines,bands,header_offset,data_type,interleave,pixel_size,otherinfo,pressure,temperature,material_form,material_producer,number_of_accumulations,time,ratio_against_background,truncated,elementmultiply_or_elementdivide,collection_length,sample_gain,number_of_background_scans,background_gain,sample_spacing,resolution_points,number_of_fft_points,apodization,bench_serial_number,subtraction_or_addition,baseline_correction,perctransmittance_absorbance,sponsor,grating,hole_sizenm,slitum,filterperc,delays,date,molform,aperture,beamsplitter,detectordiadetport_in_sphere,sphere_diameter,acquisition_mode,scanner_speed,phase_resolution,phase_correction,zerofilling,wavenumber_accuracy,low_pass_filter,switch_gain_on,mw,contact_info,cas_number,material_quality,laser_light_used,total_acquisition_time_s,data_processing_proceedure,level_of_confidence_in_identification,smoother,density,material_class,plastic_or_not,material_class_specific,max_cor_class,max_cor_val
52,2,,,-6355,-5785,50-100,100-200,fragment,translucent,,,52,V2.125,1d176bbb26b51fd2a03b065cbb7be3d2,0.829943,0.7,TRUE,4.859409,4,TRUE,TRUE,14,9,CUES_March242022_a_top_100_51-750002.CSV,CC BY-NC,V2.125,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,561d0b8e3f3cbadfe718a56d604ab750,15.43526,"flopp, de frond et al. 2021",ftir,c7. blue fiber,polymers,c7. blue fiber,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-08,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9:52:13,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,########,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.989168
53,3,,,-5456,-12618,50-100,100-200,fragment,translucent,,,53,V2.126,d932db9cf8153d42f14bbf0e7bd75fa3,0.798919,0.7,TRUE,3.150957,4,FALSE,FALSE,1,10,CUES_March242022_a_top_100_51-750003.CSV,CC BY-NC,V2.126,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,58c9a4e3aef27563556b06f5bcb42d27,5.186349,kimmel_center,ftir,pyrex-1-9,"organic materials, minerals, archeology",./glass pyrex-1-9.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/06/2011 13:17:06,,,,,,,,,,,,,,,,,,,,,,,,other plastic,plastic,,other material,0.828844
54,4,,,-5956,-9629,50-100,50-100,fragment,white ,translucent-white,,54,V2.127,d0f016041b7c1b7419626e814b2a88c9,0.618018,0.7,FALSE,3.394713,4,FALSE,FALSE,2,10,CUES_March242022_a_top_100_51-750004.CSV,CC BY-NC,V2.127,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,023ad1c484c3c400479800ecfcca97c1,15.01828,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",atr_7_f8_0,,,,,,,,,atr,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.989042
55,5,,,-5300,-4009,<50,200-300,fiber/filament,translucent,tralsucent-gray,,55,V2.128,0ba4a400847c26400cc99149c787477a,0.953766,0.7,TRUE,15.50334,4,TRUE,TRUE,3,10,CUES_March242022_a_top_100_51-750005.CSV,CC BY-NC,V2.128,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,be59f1689ebfc0bc22c989929e50bff7,6.924209,win cowger and sebastian primpke,ftir,umwelt/pest,"polymer, minerals, organic materials",transmission_4_c8_0,,,,,,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyesters,plastic,,polyesters,0.988626
56,6,,,-5111,-3855,100-200,200-300,fragment,translucent,,,56,V2.129,8b652374b67d0b62bfaf6cce01d1c775,0.856493,0.7,TRUE,11.82791,4,TRUE,TRUE,4,10,CUES_March242022_a_top_100_51-750006.CSV,CC BY-NC,V2.129,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,cf904fa957097212967a19b6de7f7e93,10.48966,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",transmission_4_e8_3,,,,,,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.965029
57,7,,,-5468,-6929,<50,300-400,fiber/filament,translucent,speckled,,57,V2.130,e42f6ddbda160f2a9b764f2a3475ce9e,0.907454,0.7,TRUE,6.52934,4,TRUE,TRUE,5,10,CUES_March242022_a_top_100_51-750007.CSV,CC BY-NC,V2.130,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,ed4de5852be6c874ffbcd41b12a30510,5.798567,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313
58,8,,,-5130,-6789,50-100,50-100,fragment,brown,,,58,V2.131,89d1cc31dd4bcf490950a1aae7c69472,0.74227,0.7,TRUE,5.867809,4,TRUE,TRUE,6,10,CUES_March242022_a_top_100_51-750008.CSV,CC BY-NC,V2.131,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,e0c48a54fb3b67dd997a281106d2abea,21.6767,kimmel_center,ftir,collagen (fossil bone insoluble fraction),"organic materials, minerals, archeology",./collagen (fossil bone insoluble fraction).dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/01/2007 09:04:44,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,mineral,0.810391
59,9,,,-5037,-20598,<50,<50,fragment,brown,,,59,V2.132,168ad6bbe951e5da24840ca141ee33d0,0.672477,0.7,FALSE,8.362382,4,TRUE,FALSE,7,10,CUES_March242022_a_top_100_51-750009.CSV,CC BY-NC,V2.132,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,013b73f2c613da1ce9b1826ca938fbac,7.13674,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",reflectance_7_g10_0,,,,,,,,,reflectance,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.913668
60,10,,,-5149,-21599,50-100,100-200,fragment,brown,,,60,V2.133,2bdf6d5b465087ee2e761775d4d174ee,0.865264,0.7,TRUE,16.27882,4,TRUE,TRUE,8,10,CUES_March242022_a_top_100_51-750010.CSV,CC BY-NC,V2.133,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b8378e31cbf9cc36b53e804f2eb119e5,7.591739,moore institute for plastic pollution research,ftir,chrystobalite,polymers and minerals,mippr_303346 - chrystobalite.rds,,,,,,,,,reflectance,,,,,,nicolet in10,,,,,,,,,,,,,,,,,,,moore institute for plastic pollution research,,,,,,,,,,,,,,,,,,,,,,,cc by-nc,181,163,427,0,4,bip,"0.000025000, 0.000025000","minerals may not be exact match to material listed as they were extracted from mineral aggregates containing the listed material, so they may just be spatially related.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,mineral,not plastic,,mineral,0.760547
61,11,,,-5007,-21795,50-100,100-200,film,translucent,,,61,V2.134,b2c045844d84dac75d8c3229375d753a,0.826976,0.7,TRUE,7.004162,4,TRUE,TRUE,9,10,CUES_March242022_a_top_100_51-750011.CSV,CC BY-NC,V2.134,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,4506fa2d5ec6d08f6ee5752c13cfc210,18.87023,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970598
62,12,,,-4839,-21817,50-100,50-100,fragment,brown,,,62,V2.135,af3a57b26a6ab26502238d24898b683c,0.880721,0.7,TRUE,8.713985,4,TRUE,TRUE,10,10,CUES_March242022_a_top_100_51-750012.CSV,CC BY-NC,V2.135,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,6dcf42f269c3ff5171acb2458e4bcce4,11.75807,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",transmission_4_e7_0,,,,,,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.878845
63,13,,,-4941,-21126,<50,200-300,fiber/filament,translucent,,,63,V2.136,f2502a26ee4337c49c9e274b03639ece,0.873292,0.7,TRUE,4.728842,4,TRUE,TRUE,11,10,CUES_March242022_a_top_100_51-750013.CSV,CC BY-NC,V2.136,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,ec5bb3f343269ff70125583ec4f749a8,5.600186,win cowger and sebastian primpke,ftir,fibre_cotton_combers,"polymer, minerals, organic materials",transmission_4_h4_3,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_combers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.976325
64,14,,,-4846,-20458,<50,<50,fragment,translucent,,,64,V2.137,53cc245fc0a6cce9c2baf9f642028c18,0.7441,0.7,TRUE,7.883804,4,TRUE,TRUE,12,10,CUES_March242022_a_top_100_51-750014.CSV,CC BY-NC,V2.137,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,8f21d28558ea0a8319a0676886b9e905,72.09211,rruff,raman,chrysoberyl,minerals,chrysoberyl__r110114__broad_scan__780__0__unoriented__raman_data_raw__22569,rruff,r110114,beal_2_o_4_,synthetic,gemological institute of america,the identification of this mineral has been confirmed by single-crystal x-ray diffraction.,rruff.info/r110114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a cut, blue-green to purple (dependent on incident light source) (0.80ct) alexandrite gemstone, grown by crystal pulling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,mineral,0.918083
65,15,,,-4691,-14792,50-100,50-100,fragment,translucent,,,65,V2.138,a363e017564b6b61875f712334b8351f,0.654841,0.7,FALSE,4.744843,4,TRUE,FALSE,13,10,CUES_March242022_a_top_100_51-750015.CSV,CC BY-NC,V2.138,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,6c59be339e428243be067e0af62940fe,18.57454,rruff,raman,graeserite,minerals,graeserite__r110054__broad_scan__780__0__unoriented__raman_data_processed__22193,rruff,r110054,fe^3+^_4_ti^4+^_3_as^3+^o_13_(oh),"binntal, wallis, switzerland",bob jenkins,the identification of this mineral has been confirmed by single-crystal x-ray diffraction.,rruff.info/r110054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"black prismatic crystals, associated with brown rutile, yellow muscovite, green clinochlore and colorless orthoclase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,mineral,0.7364
66,16,,,-4609,-3600,50-100,100-200,film,translucent,,,66,V2.139,8f4fb8ab6d73ba1816f146a02b20735e,0.744152,0.7,TRUE,4.244507,4,TRUE,TRUE,14,10,CUES_March242022_a_top_100_51-750016.CSV,CC BY-NC,V2.139,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,de00423e998cdef9530fad25f36f3957,10.22262,aline carvalho,ftir,polyethylene,polymers,polyethylene_201_aline,,,,,,,,,atr,,,,,,"thermo nicolet 670, thermo fisher scientific",,,,,,,,,,,,,,,,4 cm-1,(atr diamond crystal),"400 to 4000 cm-1, applying 8 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atr correction,,,,polyolefins (polyalkenes),plastic,poly(ethylene),polyolefins (polyalkenes),0.944349
67,17,,,-4249,-8103,50-100,100-200,fragment,brown,translucent-brown,,67,V2.140,ce50f6e46198066847def3525d475688,0.869532,0.7,TRUE,8.481798,4,TRUE,TRUE,1,11,CUES_March242022_a_top_100_51-750017.CSV,CC BY-NC,V2.140,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,4bbfd70ca6641c0f96f1162712544d74,14.00541,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",atr_7_f8_1,,,,,,,,,atr,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.989042
68,18,,,-4079,-21062,50-100,50-100,fragment,brown,,,68,V2.141,dc999d6b9b31f245d8192ba500a3295c,0.591598,0.7,FALSE,4.443923,4,TRUE,FALSE,2,11,CUES_March242022_a_top_100_51-750018.CSV,CC BY-NC,V2.141,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,c674f6070cfdfce94b8eac7e7bac831a,10.20091,win cowger and sebastian primpke,ftir,fibre_cocoanut,"polymer, minerals, organic materials",transmission_5_a2_0,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cocoanut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.816286
69,19,,,-3770,-16037,50-100,100-200,fragment,white ,,,69,V2.142,fb5ae187725886e963763a178a62fa80,0.634986,0.7,FALSE,3.278524,4,FALSE,FALSE,3,11,CUES_March242022_a_top_100_51-750019.CSV,CC BY-NC,V2.142,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,605fb53c9ee4bd1edde4fbeffac43eb3,10.48144,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",reflectance_4_e9_2,,,,,,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.852566
70,20,,,-3922,-3674,50-100,100-200,fragment,translucent,,,70,V2.143,2a40ea7502ca6114603e7c0c34f6285e,0.892107,0.7,TRUE,26.43366,4,TRUE,TRUE,4,11,CUES_March242022_a_top_100_51-750020.CSV,CC BY-NC,V2.143,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,c111140a1d18c3925d0e6922380fee19,91.81586,archaeometrielabor,ftir,bienenwachs - bees wax,paints,./bienenwachs - bees wax.dx,unknown,,,,unknown,,,,transmittance,transmittance,"transmittance spectra of glues, gums and resins used by painters. downloaded in 2004 from http://www.archaeometrielabor.com, which is now defunct. currated by spectragryph.",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92881,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,other plastic,0.926363
71,21,,,-3167,-3053,100-200,500-600,fragment,translucent,,,71,V2.144,c2cf2d366569fc7207547e29ca23584d,0.817714,0.7,TRUE,6.756323,4,TRUE,TRUE,5,11,CUES_March242022_a_top_100_51-750021.CSV,CC BY-NC,V2.144,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b05eaa3842feef14c0dbc900e1eb5f93,39.39809,kimmel_center,ftir,jarosite (chile huj2922),"organic materials, minerals, archeology",./jarosite (chile huj2922).dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,########,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.888732
72,22,,,-3210,-3384,50-100,100-200,fragment,brown,translucent-brown,,72,V2.145,974c3d4bd2ad2b3e126cf2c6435502bf,0.661712,0.7,FALSE,4.582189,4,TRUE,FALSE,6,11,CUES_March242022_a_top_100_51-750022.CSV,CC BY-NC,V2.145,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,ea1215a63ffbba20c651d06cfcf9dbbf,6.183166,win cowger and sebastian primpke,ftir,pe,"polymer, minerals, organic materials",atr_7_g9_0,,,,,,,,,atr,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(ethylene),polyolefins (polyalkenes),0.892196
73,23,,,-3100,-8380,<50,100-200,fiber/filament,translucent,on wire,,73,V2.146,89ca76d47944717781f5b3d5d260e654,0.680423,0.7,FALSE,2.973959,4,FALSE,FALSE,7,11,CUES_March242022_a_top_100_51-750023.CSV,CC BY-NC,V2.146,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b191c788c907dff65d27ff3a6cc78efd,4.385874,win cowger and sebastian primpke,ftir,fibre_cotton_combers,"polymer, minerals, organic materials",transmission_4_h4_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_combers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.977164
74,24,,,-3364,-22181,<50,<50,fragment,brown,,,74,V2.147,ad7a9b42441546d8868cd1689f8427b0,0.786184,0.7,TRUE,12.24896,4,TRUE,TRUE,8,11,CUES_March242022_a_top_100_51-750024.CSV,CC BY-NC,V2.147,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,44f906d2963fc798384ca644ae93673b,23.44057,rruff,raman,cervandonite-(ce),minerals,cervandonitece__r110070__broad_scan__532__0__unoriented__raman_data_processed__22138,rruff,r110070,"(ce^3+^,nd^3+^,la^3+^)(fe^3+^,ti^4+^,fe^2+^,al)_3_o_2_(si_2_o_7_)_0.8_(as^3+^o_3_)_1.2_(oh)_0.6_","monte cervandone, val d'ossola, piedmont, italy",renato & adriana pagano,the identification of this mineral has been confirmed by single-crystal x-ray diffraction.,rruff.info/r110070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rosettes of black platy crystals associated with microcline, quartz and rutile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,mineral,0.751381
75,25,,,-9718,-19990,<50,<50,fragment,brown,,,75,V2.148,53819175de66a8e77d3860a1df7a4be8,0.848487,0.7,TRUE,5.35376,4,TRUE,TRUE,9,11,CUES_March242022_a_top_100_51-750025.CSV,CC BY-NC,V2.148,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,4f0e4f0c394ace9589f84e79e9a5f98a,7.282818,win cowger and sebastian primpke,ftir,fibre_grass,"polymer, minerals, organic materials",reflectance_5_a5_1,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.967112
76,1,,,-2519,-15061,300-400,200-300,film,brown,,,76,V2.149,878f3712aa476a292040b20de55e19c0,0.838076,0.7,TRUE,5.367476,4,TRUE,TRUE,10,11,CUES_March242022_a_top_100_76-1000001.CSV,CC BY-NC,V2.149,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,56d8dc10dd3e96d5c71d9c07a3c13a82,373.903,kimmel_center,ftir,fulvic acid (huleh peat; a. nissenbaum),"organic materials, minerals, archeology","./fulvic acid (huleh peat, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,########,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.988877
77,2,,,-2699,-10720,50-100,100-200,fragment,white ,,,77,V2.150,8b652374b67d0b62bfaf6cce01d1c775,0.80755,0.7,TRUE,9.202321,4,TRUE,TRUE,11,11,CUES_March242022_a_top_100_76-1000002.CSV,CC BY-NC,V2.150,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,4503b6e489d50cad92b441a365d8fc42,10.48966,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",transmission_4_e8_3,,,,,,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.965029
